type;time;latitude;longitude;altitude (m);sat;hdop;vdop;pdop;fix;name;desc;ageofdgpsdata;dgpsid;point_type
T;2017-09-26 16:15:53;47.406053008;15.888109073;705.2;8;1.2;0.84;1.47;3d;;;0;0;SPEED
T;2017-09-26 16:15:54;47.406059282;15.888120018;705.4;8;1.2;0.84;1.47;3d;;;0;0;SPEED
T;2017-09-26 16:15:55;47.406064987;15.888129313;705.7;9;0.9;0.80;1.23;3d;;;0;0;SPEED
T;2017-09-26 16:15:56;47.406071272;15.888141630;705.6;9;0.9;0.80;1.23;3d;;;0;0;SPEED
T;2017-09-26 16:15:57;47.406076382;15.888154643;705.5;8;1.2;0.84;1.47;3d;;;0;0;SPEED
T;2017-09-26 16:16:01;47.406079627;15.888169459;706.1;8;1.2;0.84;1.47;3d;;;0;0;SPEED
T;2017-09-26 16:16:02;47.406085429;15.888169786;706.1;8;1.2;1.54;1.98;3d;;;0;0;SPEED
T;2017-09-26 16:16:03;47.406090669;15.888172694;706.2;8;1.2;0.84;1.47;3d;;;0;0;SPEED
T;2017-09-26 16:16:09;47.406093980;15.888176163;706.4;8;1.2;0.84;1.47;3d;;;0;0;SPEED
T;2017-09-26 16:16:10;47.406101158;15.888174273;706.6;8;1.4;1.94;2.41;3d;;;0;0;SPEED
T;2017-09-26 16:16:11;47.406110563;15.888174245;706.5;8;1.2;1.54;1.98;3d;;;0;0;SPEED
T;2017-09-26 16:16:12;47.406121809;15.888176455;706.6;8;1.2;1.54;1.98;3d;;;0;0;SPEED
T;2017-09-26 16:16:13;47.406134253;15.888179526;706.7;8;1.2;1.54;1.98;3d;;;0;0;SPEED
T;2017-09-26 16:16:14;47.406145667;15.888181458;706.9;8;1.2;1.53;1.98;3d;;;0;0;SPEED
T;2017-09-26 16:16:15;47.406156405;15.888181972;707.2;8;1.2;1.53;1.98;3d;;;0;0;SPEED
T;2017-09-26 16:16:16;47.406167237;15.888180218;707.4;8;1.2;1.53;1.98;3d;;;0;0;SPEED
T;2017-09-26 16:16:17;47.406176824;15.888176556;707.7;8;1.2;1.54;1.98;3d;;;0;0;SPEED
T;2017-09-26 16:16:18;47.406186859;15.888171064;708.0;8;1.2;0.84;1.47;3d;;;0;0;SPEED
T;2017-09-26 16:16:19;47.406198346;15.888166911;708.4;8;1.2;1.53;1.98;3d;;;0;0;SPEED
T;2017-09-26 16:16:20;47.406208982;15.888171899;707.4;8;1.4;1.94;2.41;3d;;;0;0;SPEED
T;2017-09-26 16:16:21;47.406222838;15.888165098;707.8;9;0.9;0.80;1.23;3d;;;0;0;SPEED
T;2017-09-26 16:16:22;47.406233911;15.888164145;707.8;8;1.2;1.53;1.98;3d;;;0;0;SPEED
T;2017-09-26 16:16:23;47.406244046;15.888152179;709.0;8;1.2;1.53;1.98;3d;;;0;0;SPEED
T;2017-09-26 16:16:24;47.406252248;15.888147543;708.8;8;1.2;0.84;1.47;3d;;;0;0;SPEED
T;2017-09-26 16:16:25;47.406261628;15.888146389;708.8;8;1.2;1.53;1.97;3d;;;0;0;SPEED
T;2017-09-26 16:16:26;47.406271419;15.888141288;708.7;9;0.9;1.35;1.64;3d;;;0;0;SPEED
T;2017-09-26 16:16:27;47.406281627;15.888138210;708.5;8;1.2;1.53;1.97;3d;;;0;0;SPEED
T;2017-09-26 16:16:28;47.406293140;15.888136199;708.4;9;0.9;1.35;1.64;3d;;;0;0;SPEED
T;2017-09-26 16:16:29;47.406302724;15.888132889;708.4;9;0.9;1.34;1.63;3d;;;0;0;SPEED
T;2017-09-26 16:16:30;47.406310731;15.888128569;708.4;9;0.9;1.35;1.63;3d;;;0;0;SPEED
T;2017-09-26 16:16:31;47.406315485;15.888122817;708.5;9;0.9;0.80;1.23;3d;;;0;0;SPEED
T;2017-09-26 16:16:34;47.406319475;15.888125737;708.1;9;1.2;0.89;1.52;3d;;;0;0;SPEED
T;2017-09-26 16:16:35;47.406326041;15.888119468;708.2;10;0.9;0.80;1.23;3d;;;0;0;SPEED
T;2017-09-26 16:16:36;47.406333950;15.888115354;708.4;9;1.2;1.53;1.97;3d;;;0;0;SPEED
T;2017-09-26 16:16:37;47.406345075;15.888111302;708.4;10;0.9;1.34;1.63;3d;;;0;0;SPEED
T;2017-09-26 16:16:38;47.406356775;15.888106165;708.7;10;0.9;1.34;1.63;3d;;;0;0;SPEED
T;2017-09-26 16:16:39;47.406368828;15.888102109;709.0;10;0.9;1.34;1.63;3d;;;0;0;SPEED
T;2017-09-26 16:16:40;47.406382917;15.888095210;709.2;10;0.9;1.34;1.63;3d;;;0;0;SPEED
T;2017-09-26 16:16:41;47.406395376;15.888088954;709.5;10;0.9;1.34;1.63;3d;;;0;0;SPEED
T;2017-09-26 16:16:42;47.406408363;15.888088806;709.5;9;1.4;1.94;2.41;3d;;;0;0;SPEED
T;2017-09-26 16:16:43;47.406421665;15.888083777;709.7;10;0.9;1.34;1.63;3d;;;0;0;SPEED
T;2017-09-26 16:16:44;47.406432947;15.888079933;710.1;9;1.5;1.95;2.44;3d;;;0;0;SPEED
T;2017-09-26 16:16:45;47.406444862;15.888069759;710.5;10;0.9;1.34;1.63;3d;;;0;0;SPEED
T;2017-09-26 16:16:46;47.406457191;15.888062392;710.7;10;0.9;0.80;1.23;3d;;;0;0;SPEED
T;2017-09-26 16:16:47;47.406466023;15.888071260;709.3;8;1.2;1.52;1.97;3d;;;0;0;SPEED
T;2017-09-26 16:16:48;47.406475492;15.888071482;709.1;10;0.9;0.80;1.23;3d;;;0;0;SPEED
T;2017-09-26 16:16:49;47.406484446;15.888069294;708.8;10;0.9;1.34;1.63;3d;;;0;0;SPEED
T;2017-09-26 16:16:50;47.406494209;15.888065794;708.8;10;0.9;1.34;1.63;3d;;;0;0;SPEED
T;2017-09-26 16:16:51;47.406501138;15.888068321;708.6;10;0.9;0.80;1.23;3d;;;0;0;SPEED
T;2017-09-26 16:16:52;47.406509803;15.888065914;709.0;9;0.9;0.80;1.23;3d;;;0;0;SPEED
T;2017-09-26 16:16:53;47.406516847;15.888068708;709.0;9;0.9;0.80;1.23;3d;;;0;0;SPEED
T;2017-09-26 16:16:54;47.406523801;15.888066839;709.3;9;0.9;0.80;1.23;3d;;;0;0;SPEED
T;2017-09-26 16:16:55;47.406531243;15.888065487;709.4;9;0.9;0.80;1.23;3d;;;0;0;SPEED
T;2017-09-26 16:16:56;47.406539654;15.888065897;709.7;9;0.9;0.80;1.22;3d;;;0;0;SPEED
T;2017-09-26 16:16:57;47.406547460;15.888074539;709.5;10;0.8;0.77;1.14;3d;;;0;0;SPEED
T;2017-09-26 16:16:58;47.406554082;15.888080177;709.4;9;0.8;0.82;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:16:59;47.406560291;15.888081251;709.6;10;0.8;0.77;1.14;3d;;;0;0;SPEED
T;2017-09-26 16:17:00;47.406565673;15.888090289;708.9;10;0.8;0.77;1.14;3d;;;0;0;SPEED
T;2017-09-26 16:17:01;47.406572281;15.888095714;708.9;10;0.8;0.77;1.14;3d;;;0;0;SPEED
T;2017-09-26 16:17:02;47.406579198;15.888107639;709.1;10;0.8;0.77;1.14;3d;;;0;0;SPEED
T;2017-09-26 16:17:03;47.406584067;15.888124864;709.4;9;0.8;0.82;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:17:04;47.406589540;15.888134151;709.7;9;0.8;0.82;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:17:05;47.406598144;15.888143210;709.4;10;0.8;0.77;1.14;3d;;;0;0;SPEED
T;2017-09-26 16:17:06;47.406604678;15.888156123;708.8;10;0.8;0.77;1.14;3d;;;0;0;SPEED
T;2017-09-26 16:17:07;47.406610749;15.888166741;708.6;10;0.8;0.77;1.14;3d;;;0;0;SPEED
T;2017-09-26 16:17:08;47.406616814;15.888181728;707.9;9;1.1;0.88;1.41;3d;;;0;0;SPEED
T;2017-09-26 16:17:09;47.406621969;15.888192534;707.7;10;0.8;0.77;1.14;3d;;;0;0;SPEED
T;2017-09-26 16:17:12;47.406623363;15.888191650;707.3;10;0.8;0.77;1.14;3d;;;0;0;SPEED
T;2017-09-26 16:17:13;47.406623467;15.888201116;707.5;10;0.8;0.77;1.14;3d;;;0;0;SPEED
T;2017-09-26 16:17:14;47.406633200;15.888205921;707.5;9;1.1;0.88;1.41;3d;;;0;0;SPEED
T;2017-09-26 16:17:15;47.406641161;15.888210539;707.2;8;1.0;1.21;1.60;3d;;;0;0;SPEED
T;2017-09-26 16:17:16;47.406650432;15.888233126;706.7;9;0.9;0.77;1.21;3d;;;0;0;SPEED
T;2017-09-26 16:17:17;47.406657925;15.888248598;706.6;9;0.9;0.77;1.21;3d;;;0;0;SPEED
T;2017-09-26 16:17:18;47.406666466;15.888260687;706.6;10;0.8;0.77;1.14;3d;;;0;0;SPEED
T;2017-09-26 16:17:19;47.406675357;15.888266028;707.2;8;1.0;0.77;1.28;3d;;;0;0;SPEED
T;2017-09-26 16:17:20;47.406686008;15.888275994;707.4;9;0.9;0.77;1.21;3d;;;0;0;SPEED
T;2017-09-26 16:17:21;47.406696595;15.888282024;707.8;9;0.9;0.77;1.21;3d;;;0;0;SPEED
T;2017-09-26 16:17:22;47.406707928;15.888290498;707.9;10;0.8;0.77;1.14;3d;;;0;0;SPEED
T;2017-09-26 16:17:23;47.406720649;15.888297769;707.8;10;0.8;0.77;1.14;3d;;;0;0;SPEED
T;2017-09-26 16:17:24;47.406733297;15.888299591;708.0;10;0.8;0.77;1.14;3d;;;0;0;SPEED
T;2017-09-26 16:17:25;47.406746291;15.888299882;707.9;9;0.9;1.21;1.54;3d;;;0;0;SPEED
T;2017-09-26 16:17:26;47.406761419;15.888305857;707.5;10;0.9;1.20;1.48;3d;;;0;0;SPEED
T;2017-09-26 16:17:27;47.406774732;15.888309720;707.4;10;0.9;1.20;1.48;3d;;;0;0;SPEED
T;2017-09-26 16:17:28;47.406785865;15.888310314;707.1;10;0.9;1.20;1.48;3d;;;0;0;SPEED
T;2017-09-26 16:17:29;47.406797570;15.888301966;707.7;10;0.9;1.20;1.48;3d;;;0;0;SPEED
T;2017-09-26 16:17:30;47.406810929;15.888296822;707.7;10;0.9;1.20;1.48;3d;;;0;0;SPEED
T;2017-09-26 16:17:31;47.406824675;15.888290403;707.7;10;0.8;0.77;1.14;3d;;;0;0;SPEED
T;2017-09-26 16:17:32;47.406836725;15.888287726;707.5;10;0.9;1.20;1.48;3d;;;0;0;SPEED
T;2017-09-26 16:17:33;47.406849743;15.888284478;707.2;9;1.4;1.85;2.32;3d;;;0;0;SPEED
T;2017-09-26 16:17:34;47.406862289;15.888282301;706.9;9;1.4;1.85;2.32;3d;;;0;0;SPEED
T;2017-09-26 16:17:35;47.406873837;15.888285841;706.5;9;1.4;1.85;2.32;3d;;;0;0;SPEED
T;2017-09-26 16:17:36;47.406890310;15.888277871;707.1;9;1.4;1.85;2.32;3d;;;0;0;SPEED
T;2017-09-26 16:17:37;47.406904437;15.888268481;707.4;10;0.8;0.77;1.14;3d;;;0;0;SPEED
T;2017-09-26 16:17:38;47.406915451;15.888263615;707.4;10;0.8;0.77;1.14;3d;;;0;0;SPEED
T;2017-09-26 16:17:39;47.406927640;15.888260556;707.6;9;1.4;1.85;2.32;3d;;;0;0;SPEED
T;2017-09-26 16:17:40;47.406940871;15.888254813;707.3;10;0.8;0.77;1.14;3d;;;0;0;SPEED
T;2017-09-26 16:17:41;47.406951296;15.888254519;707.2;9;1.1;0.88;1.41;3d;;;0;0;SPEED
T;2017-09-26 16:17:42;47.406961609;15.888254132;707.4;9;1.4;1.85;2.32;3d;;;0;0;SPEED
T;2017-09-26 16:17:43;47.406971195;15.888249486;707.6;9;1.4;1.85;2.33;3d;;;0;0;SPEED
T;2017-09-26 16:17:44;47.406981481;15.888248142;707.7;9;1.4;1.85;2.33;3d;;;0;0;SPEED
T;2017-09-26 16:17:45;47.406990941;15.888247369;707.9;9;1.4;1.85;2.33;3d;;;0;0;SPEED
T;2017-09-26 16:17:46;47.407004358;15.888248310;707.9;9;1.4;1.86;2.33;3d;;;0;0;SPEED
T;2017-09-26 16:17:47;47.407010795;15.888237259;709.0;9;1.4;1.85;2.33;3d;;;0;0;SPEED
T;2017-09-26 16:17:48;47.407018582;15.888224808;709.7;9;1.1;0.88;1.41;3d;;;0;0;SPEED
T;2017-09-26 16:17:49;47.407028813;15.888218154;710.3;9;1.1;0.88;1.41;3d;;;0;0;SPEED
T;2017-09-26 16:17:50;47.407038840;15.888210716;710.8;9;1.1;0.88;1.41;3d;;;0;0;SPEED
T;2017-09-26 16:17:51;47.407049819;15.888206528;711.2;9;1.1;0.88;1.41;3d;;;0;0;SPEED
T;2017-09-26 16:17:52;47.407059989;15.888202372;711.6;9;1.1;0.88;1.41;3d;;;0;0;SPEED
T;2017-09-26 16:17:53;47.407069897;15.888195661;711.8;9;1.1;0.88;1.41;3d;;;0;0;SPEED
T;2017-09-26 16:17:54;47.407080736;15.888187152;712.3;9;1.1;0.88;1.41;3d;;;0;0;SPEED
T;2017-09-26 16:17:55;47.407089467;15.888176687;712.6;9;1.1;0.88;1.41;3d;;;0;0;SPEED
T;2017-09-26 16:17:56;47.407098092;15.888164854;713.0;9;1.1;0.88;1.42;3d;;;0;0;SPEED
T;2017-09-26 16:17:57;47.407105597;15.888154447;713.2;9;1.1;0.88;1.42;3d;;;0;0;SPEED
T;2017-09-26 16:17:58;47.407113008;15.888143726;713.3;9;1.1;0.88;1.41;3d;;;0;0;SPEED
T;2017-09-26 16:17:59;47.407119046;15.888133017;713.6;9;1.1;0.88;1.42;3d;;;0;0;SPEED
T;2017-09-26 16:18:00;47.407123788;15.888120477;713.8;9;1.1;0.88;1.42;3d;;;0;0;SPEED
T;2017-09-26 16:18:01;47.407129586;15.888109315;714.0;9;1.1;0.88;1.42;3d;;;0;0;SPEED
T;2017-09-26 16:18:02;47.407135432;15.888096230;714.1;9;1.1;0.88;1.42;3d;;;0;0;SPEED
T;2017-09-26 16:18:03;47.407142128;15.888084434;714.1;9;1.1;0.88;1.42;3d;;;0;0;SPEED
T;2017-09-26 16:18:04;47.407149796;15.888073771;714.3;9;1.1;0.88;1.42;3d;;;0;0;SPEED
T;2017-09-26 16:18:05;47.407158182;15.888063773;714.4;9;1.1;0.88;1.42;3d;;;0;0;SPEED
T;2017-09-26 16:18:06;47.407167458;15.888054788;714.5;9;1.1;0.88;1.42;3d;;;0;0;SPEED
T;2017-09-26 16:18:07;47.407176116;15.888045262;714.6;9;1.1;0.88;1.42;3d;;;0;0;SPEED
T;2017-09-26 16:18:08;47.407183375;15.888036243;714.7;9;1.1;0.88;1.42;3d;;;0;0;SPEED
T;2017-09-26 16:18:09;47.407191867;15.888029206;714.8;9;1.1;0.88;1.42;3d;;;0;0;SPEED
T;2017-09-26 16:18:10;47.407200951;15.888020583;714.9;9;1.1;0.88;1.42;3d;;;0;0;SPEED
T;2017-09-26 16:18:11;47.407208630;15.888009466;715.1;9;1.1;0.88;1.42;3d;;;0;0;SPEED
T;2017-09-26 16:18:12;47.407215951;15.887999133;715.2;9;1.1;0.88;1.42;3d;;;0;0;SPEED
T;2017-09-26 16:18:13;47.407224671;15.887990244;715.4;9;1.1;0.88;1.42;3d;;;0;0;SPEED
T;2017-09-26 16:18:14;47.407233044;15.887979950;715.7;9;1.1;0.88;1.42;3d;;;0;0;SPEED
T;2017-09-26 16:18:15;47.407240981;15.887969922;715.7;9;1.1;0.88;1.42;3d;;;0;0;SPEED
T;2017-09-26 16:18:16;47.407249164;15.887959977;715.9;8;1.2;0.88;1.49;3d;;;0;0;SPEED
T;2017-09-26 16:18:17;47.407257519;15.887949061;716.0;9;1.1;0.88;1.42;3d;;;0;0;SPEED
T;2017-09-26 16:18:18;47.407264968;15.887937934;716.1;8;1.2;0.90;1.54;3d;;;0;0;SPEED
T;2017-09-26 16:18:19;47.407272053;15.887927819;716.3;8;1.2;0.88;1.47;3d;;;0;0;SPEED
T;2017-09-26 16:18:20;47.407279937;15.887916673;716.5;8;1.2;0.88;1.47;3d;;;0;0;SPEED
T;2017-09-26 16:18:21;47.407288310;15.887907150;716.7;9;1.1;0.88;1.42;3d;;;0;0;SPEED
T;2017-09-26 16:18:22;47.407296267;15.887897769;716.8;8;1.2;0.88;1.47;3d;;;0;0;SPEED
T;2017-09-26 16:18:23;47.407303758;15.887889256;716.9;8;1.2;0.88;1.47;3d;;;0;0;SPEED
T;2017-09-26 16:18:24;47.407312399;15.887880068;717.0;9;1.1;0.88;1.42;3d;;;0;0;SPEED
T;2017-09-26 16:18:25;47.407320974;15.887871238;716.9;9;1.1;0.88;1.42;3d;;;0;0;SPEED
T;2017-09-26 16:18:26;47.407329355;15.887859710;717.0;8;1.2;0.90;1.54;3d;;;0;0;SPEED
T;2017-09-26 16:18:27;47.407338060;15.887846077;717.4;9;0.9;0.77;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:18:28;47.407345444;15.887837181;717.4;8;1.2;0.90;1.54;3d;;;0;0;SPEED
T;2017-09-26 16:18:29;47.407353033;15.887828384;717.3;8;1.2;0.90;1.54;3d;;;0;0;SPEED
T;2017-09-26 16:18:30;47.407361002;15.887820504;717.5;9;1.1;0.88;1.42;3d;;;0;0;SPEED
T;2017-09-26 16:18:31;47.407368392;15.887812052;717.6;9;1.1;0.88;1.42;3d;;;0;0;SPEED
T;2017-09-26 16:18:32;47.407375977;15.887803243;717.6;9;1.1;0.88;1.42;3d;;;0;0;SPEED
T;2017-09-26 16:18:33;47.407382812;15.887797345;717.5;9;1.1;0.88;1.42;3d;;;0;0;SPEED
T;2017-09-26 16:18:34;47.407390632;15.887788367;717.6;9;1.1;0.88;1.42;3d;;;0;0;SPEED
T;2017-09-26 16:18:35;47.407397090;15.887781021;717.6;9;1.1;0.88;1.42;3d;;;0;0;SPEED
T;2017-09-26 16:18:36;47.407398822;15.887777315;717.6;9;1.1;0.88;1.42;3d;;;0;0;SPEED
T;2017-09-26 16:18:37;47.407399092;15.887766409;717.6;9;1.1;0.88;1.42;3d;;;0;0;SPEED
T;2017-09-26 16:18:38;47.407400865;15.887756569;717.6;9;1.1;0.88;1.42;3d;;;0;0;SPEED
T;2017-09-26 16:18:37;47.407399178;15.887743604;717.1;9;1.1;0.88;1.42;3d;;;0;0;SPEED
T;2017-09-26 16:18:38;47.407407261;15.887732829;716.8;9;1.4;1.87;2.34;3d;;;0;0;SPEED
T;2017-09-26 16:18:39;47.407416403;15.887727088;716.4;9;1.1;0.88;1.42;3d;;;0;0;SPEED
T;2017-09-26 16:18:40;47.407421990;15.887722302;716.3;9;1.1;0.88;1.42;3d;;;0;0;SPEED
T;2017-09-26 16:18:41;47.407427100;15.887714064;716.3;8;1.5;1.87;2.39;3d;;;0;0;SPEED
T;2017-09-26 16:18:42;47.407434356;15.887706142;716.4;9;1.4;1.87;2.34;3d;;;0;0;SPEED
T;2017-09-26 16:18:43;47.407441243;15.887698788;716.3;9;1.4;1.87;2.34;3d;;;0;0;SPEED
T;2017-09-26 16:18:44;47.407447718;15.887691176;716.0;8;1.5;1.87;2.39;3d;;;0;0;SPEED
T;2017-09-26 16:18:45;47.407454841;15.887684985;715.8;9;1.1;0.88;1.42;3d;;;0;0;SPEED
T;2017-09-26 16:18:46;47.407460252;15.887680290;715.8;8;1.5;1.87;2.39;3d;;;0;0;SPEED
T;2017-09-26 16:18:47;47.407466549;15.887677941;715.9;9;1.4;1.87;2.35;3d;;;0;0;SPEED
T;2017-09-26 16:18:49;47.407473054;15.887672939;716.0;9;1.1;0.88;1.42;3d;;;0;0;SPEED
T;2017-09-26 16:18:50;47.407476633;15.887668912;716.0;9;1.4;1.87;2.35;3d;;;0;0;SPEED
T;2017-09-26 16:18:51;47.407482985;15.887665766;716.3;9;1.1;0.88;1.42;3d;;;0;0;SPEED
T;2017-09-26 16:18:52;47.407490150;15.887666782;716.5;8;1.5;1.87;2.39;3d;;;0;0;SPEED
T;2017-09-26 16:18:53;47.407497503;15.887668616;716.6;9;1.1;0.88;1.42;3d;;;0;0;SPEED
T;2017-09-26 16:18:54;47.407503071;15.887668635;716.7;9;1.4;1.87;2.35;3d;;;0;0;SPEED
T;2017-09-26 16:18:55;47.407511391;15.887669069;716.8;9;1.4;1.87;2.35;3d;;;0;0;SPEED
T;2017-09-26 16:18:56;47.407519957;15.887669242;716.7;8;1.5;1.87;2.39;3d;;;0;0;SPEED
T;2017-09-26 16:18:57;47.407530911;15.887666436;716.8;10;0.9;1.20;1.47;3d;;;0;0;SPEED
T;2017-09-26 16:18:58;47.407537759;15.887664987;716.9;9;1.4;1.87;2.35;3d;;;0;0;SPEED
T;2017-09-26 16:18:59;47.407545645;15.887666118;716.7;9;1.4;1.87;2.35;3d;;;0;0;SPEED
T;2017-09-26 16:19:00;47.407553083;15.887665175;716.9;9;1.4;1.87;2.35;3d;;;0;0;SPEED
T;2017-09-26 16:19:01;47.407561067;15.887670498;716.7;9;0.9;1.20;1.51;3d;;;0;0;SPEED
T;2017-09-26 16:19:02;47.407571471;15.887676025;716.3;10;0.8;0.77;1.14;3d;;;0;0;SPEED
T;2017-09-26 16:19:03;47.407580451;15.887682006;716.1;9;0.9;0.77;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:19:04;47.407593069;15.887690718;715.7;10;0.9;1.20;1.47;3d;;;0;0;SPEED
T;2017-09-26 16:19:05;47.407604836;15.887697572;715.4;10;0.9;1.20;1.47;3d;;;0;0;SPEED
T;2017-09-26 16:19:06;47.407617384;15.887708981;714.8;10;0.9;1.20;1.47;3d;;;0;0;SPEED
T;2017-09-26 16:19:07;47.407634543;15.887718170;714.5;9;0.9;1.20;1.51;3d;;;0;0;SPEED
T;2017-09-26 16:19:08;47.407644983;15.887731357;714.2;10;0.8;0.77;1.14;3d;;;0;0;SPEED
T;2017-09-26 16:19:09;47.407654149;15.887739748;714.1;9;0.9;0.77;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:19:10;47.407660513;15.887746769;714.3;10;0.8;0.77;1.14;3d;;;0;0;SPEED
T;2017-09-26 16:19:11;47.407669676;15.887756417;714.2;10;0.8;0.77;1.14;3d;;;0;0;SPEED
T;2017-09-26 16:19:12;47.407676712;15.887767019;714.0;9;0.9;0.77;1.21;3d;;;0;0;SPEED
T;2017-09-26 16:19:13;47.407684965;15.887773214;713.8;10;0.8;0.77;1.14;3d;;;0;0;SPEED
T;2017-09-26 16:19:14;47.407692948;15.887782869;713.8;8;1.0;0.78;1.25;3d;;;0;0;SPEED
T;2017-09-26 16:19:15;47.407700427;15.887793097;713.9;9;0.9;0.77;1.21;3d;;;0;0;SPEED
T;2017-09-26 16:19:16;47.407707174;15.887803372;714.1;9;0.9;0.77;1.21;3d;;;0;0;SPEED
T;2017-09-26 16:19:17;47.407714975;15.887815332;714.2;9;0.9;0.77;1.21;3d;;;0;0;SPEED
T;2017-09-26 16:19:18;47.407722590;15.887825043;714.2;10;0.8;0.77;1.14;3d;;;0;0;SPEED
T;2017-09-26 16:19:19;47.407733097;15.887835481;714.1;10;0.8;0.77;1.14;3d;;;0;0;SPEED
T;2017-09-26 16:19:20;47.407743386;15.887844239;714.1;10;0.8;0.77;1.14;3d;;;0;0;SPEED
T;2017-09-26 16:19:21;47.407752320;15.887847361;714.0;8;1.2;0.88;1.49;3d;;;0;0;SPEED
T;2017-09-26 16:19:22;47.407761721;15.887850016;714.0;9;0.9;1.21;1.53;3d;;;0;0;SPEED
T;2017-09-26 16:19:23;47.407771349;15.887851847;714.1;9;0.9;1.21;1.53;3d;;;0;0;SPEED
T;2017-09-26 16:19:24;47.407781507;15.887855984;714.0;10;0.9;1.20;1.47;3d;;;0;0;SPEED
T;2017-09-26 16:19:25;47.407790077;15.887857911;713.9;10;0.9;1.20;1.47;3d;;;0;0;SPEED
T;2017-09-26 16:19:26;47.407796712;15.887857623;714.0;10;0.9;1.19;1.47;3d;;;0;0;SPEED
T;2017-09-26 16:19:27;47.407803197;15.887854040;714.1;9;1.1;0.88;1.42;3d;;;0;0;SPEED
T;2017-09-26 16:19:28;47.407811893;15.887853708;714.0;9;1.4;1.88;2.36;3d;;;0;0;SPEED
T;2017-09-26 16:19:29;47.407821314;15.887851571;713.9;8;1.5;1.88;2.40;3d;;;0;0;SPEED
T;2017-09-26 16:19:30;47.407830884;15.887850256;713.9;9;0.9;1.21;1.53;3d;;;0;0;SPEED
T;2017-09-26 16:19:31;47.407840937;15.887847360;713.9;10;0.9;1.19;1.47;3d;;;0;0;SPEED
T;2017-09-26 16:19:32;47.407849759;15.887842626;714.3;9;1.4;1.88;2.36;3d;;;0;0;SPEED
T;2017-09-26 16:19:33;47.407858570;15.887836843;714.2;8;1.2;0.88;1.50;3d;;;0;0;SPEED
T;2017-09-26 16:19:34;47.407867426;15.887830900;714.4;10;0.8;0.77;1.14;3d;;;0;0;SPEED
T;2017-09-26 16:19:35;47.407874623;15.887825077;714.5;8;1.2;0.88;1.50;3d;;;0;0;SPEED
T;2017-09-26 16:19:36;47.407883648;15.887819842;714.6;9;1.1;0.88;1.42;3d;;;0;0;SPEED
T;2017-09-26 16:19:37;47.407891257;15.887816549;714.8;8;1.5;1.88;2.40;3d;;;0;0;SPEED
T;2017-09-26 16:19:38;47.407898339;15.887811678;714.9;9;0.9;1.21;1.53;3d;;;0;0;SPEED
T;2017-09-26 16:19:39;47.407904745;15.887806834;715.1;9;1.1;0.88;1.42;3d;;;0;0;SPEED
T;2017-09-26 16:19:40;47.407912582;15.887802418;715.2;9;1.1;0.88;1.42;3d;;;0;0;SPEED
T;2017-09-26 16:19:41;47.407921192;15.887797669;715.1;8;1.7;2.09;2.70;3d;;;0;0;SPEED
T;2017-09-26 16:19:42;47.407929612;15.887791075;715.3;10;0.8;0.77;1.14;3d;;;0;0;SPEED
T;2017-09-26 16:19:43;47.407939308;15.887786024;715.2;8;1.2;0.88;1.50;3d;;;0;0;SPEED
T;2017-09-26 16:19:44;47.407949292;15.887783010;715.2;8;1.5;1.88;2.40;3d;;;0;0;SPEED
T;2017-09-26 16:19:45;47.407960267;15.887781721;715.1;9;0.9;1.21;1.53;3d;;;0;0;SPEED
T;2017-09-26 16:19:46;47.407969686;15.887777560;715.1;10;0.8;0.77;1.14;3d;;;0;0;SPEED
T;2017-09-26 16:19:47;47.407977527;15.887773744;715.2;8;1.2;0.88;1.50;3d;;;0;0;SPEED
T;2017-09-26 16:19:48;47.407988505;15.887770436;715.2;10;0.9;1.19;1.47;3d;;;0;0;SPEED
T;2017-09-26 16:19:49;47.407997112;15.887767829;715.1;10;0.9;1.19;1.47;3d;;;0;0;SPEED
T;2017-09-26 16:19:50;47.408005866;15.887764782;714.9;10;0.8;0.77;1.14;3d;;;0;0;SPEED
T;2017-09-26 16:19:51;47.408015176;15.887762450;714.9;10;0.9;1.19;1.47;3d;;;0;0;SPEED
T;2017-09-26 16:19:52;47.408024638;15.887760661;714.8;9;0.9;1.21;1.53;3d;;;0;0;SPEED
T;2017-09-26 16:19:53;47.408035369;15.887756975;714.9;10;0.9;1.19;1.47;3d;;;0;0;SPEED
T;2017-09-26 16:19:54;47.408045581;15.887753816;714.7;10;0.8;0.77;1.14;3d;;;0;0;SPEED
T;2017-09-26 16:19:55;47.408054740;15.887750980;714.6;10;0.9;1.19;1.47;3d;;;0;0;SPEED
T;2017-09-26 16:19:56;47.408065786;15.887749156;714.5;9;0.9;1.21;1.53;3d;;;0;0;SPEED
T;2017-09-26 16:19:57;47.408074992;15.887745309;714.5;9;0.9;0.77;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:19:58;47.408085186;15.887741366;714.5;9;0.9;0.78;1.18;3d;;;0;0;SPEED
T;2017-09-26 16:19:59;47.408092998;15.887739269;714.5;9;0.9;0.77;1.21;3d;;;0;0;SPEED
